SetID,Job Code,Eff Date,Sal End Date,Salary SetID,Sal Plan,Grade,Step,Biweekly High Rate,Biweekly Low Rate,Union Code,Extended Step,Pay Type
COMMN,H  2,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H2F00,1,2765.00,3871.00,798,0,B
COMMN,H  3,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H3F00,1,2413.00,4473.00,798,0,B
COMMN,H  4,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H4F00,1,4638.00,4638.00,798,0,B
COMMN,H  6,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H6F00,1,4638.00,4638.00,798,0,B
COMMN,H 10,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H10F0,1,4216.00,4216.00,798,0,B
COMMN,H 16,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H16F0,1,4497.00,4497.00,798,0,B
COMMN,H 18,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H18F0,1,4497.00,4497.00,798,0,B
COMMN,H 19,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H19F0,1,4497.00,4497.00,798,0,B
COMMN,H 20,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H20F0,1,4498.00,4498.00,798,0,B
COMMN,H 22,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H22F0,1,5077.00,5077.00,798,0,B
COMMN,H 24,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H24F0,1,5077.00,5077.00,798,0,B
COMMN,H 28,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H28F0,1,5134.00,5134.00,798,0,B
COMMN,H 29,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H29F0,1,5134.00,5134.00,798,0,B
COMMN,H 30,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H30F0,1,5135.00,5135.00,798,0,B
COMMN,H 32,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H32F0,1,5799.00,5799.00,798,0,B
COMMN,H 33,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H33F0,1,5135.00,5135.00,798,0,B
COMMN,H 39,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H39F0,1,6163.00,6163.00,798,0,B
COMMN,H 40,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H40F0,1,6164.00,6164.00,799,0,B
COMMN,H 43,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H43F0,1,6164.00,6164.00,799,0,B
COMMN,H 50,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H50F0,1,7125.00,7125.00,799,0,B
COMMN,H 51,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H51F0,1,7949.00,7949.00,352,0,B
COMMN,H 53,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H53F0,1,7949.00,7949.00,352,0,B
COMMN,H110,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H110F,1,5135.00,5135.00,799,0,B
COMMN,H120,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,H120F,1,5135.00,5135.00,799,0,B
COMMN,P103,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,P103F,1,4556.00,5986.00,791,0,H
COMMN,Q  2,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q2F00,1,3066.00,3871.00,911,0,B
COMMN,Q  3,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q3F00,1,3188.00,4024.00,911,0,B
COMMN,Q  4,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q4F00,1,3253.00,4103.00,911,0,B
COMMN,Q 35,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q35F0,1,4496.00,4496.00,911,0,B
COMMN,Q 36,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q36F0,1,4676.00,4676.00,911,0,B
COMMN,Q 37,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q37F0,1,4762.00,4762.00,911,0,B
COMMN,Q 50,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q50F0,1,4496.00,4496.00,911,0,B
COMMN,Q 51,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q51F0,1,4676.00,4676.00,911,0,B
COMMN,Q 52,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q52F0,1,4762.00,4762.00,911,0,B
COMMN,Q 60,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q60F0,1,5134.00,5134.00,911,0,B
COMMN,Q 61,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q61F0,1,5338.00,5338.00,911,0,B
COMMN,Q 62,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q62F0,1,5439.00,5439.00,911,0,B
COMMN,Q 63,2009-07-01T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q63F0,1,6512.00,6512.00,353,0,B
COMMN,Q 80,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q80F0,1,6486.00,6486.00,911,0,B
COMMN,Q 81,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q81F0,1,6746.00,6746.00,911,0,B
COMMN,Q 82,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q82F0,1,6874.00,6874.00,911,0,B
COMMN,Q 90,2009-07-01T00:00:00,2009-12-25T00:00:00,COMMN,SFM,Q90F0,1,6387.00,6387.00,911,0,B
SFMTA,9144,2009-07-31T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06800,1,2521.00,3064.00,1,0,B
COMMN,0720,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0720G,1,3684.10,3684.10,257,0,B
COMMN,1190,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,1190G,1,9443.06,9443.06,556,0,B
COMMN,2919,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,05580,1,1394.00,1690.00,1,0,B
COMMN,4290,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,4290G,1,6229.65,6229.65,556,0,B
COMMN,4390,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,4390G,1,6071.77,6071.77,556,0,B
COMMN,8196,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,8196G,1,7502.80,7502.80,556,0,B
COMMN,8197,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,8197G,1,7889.84,7889.84,556,0,B
COMMN,8198,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,8198G,1,8141.56,8141.56,556,0,B
COMMN,8350,2009-09-05T00:00:00,2010-06-30T00:00:00,COMMN,SFM,8350G,1,7472.74,7472.74,556,0,B
COMMN,0140,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0140H,1,10843.00,10843.00,352,0,B
COMMN,0150,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0150H,1,9359.00,9359.00,352,0,B
COMMN,0380,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0380H,1,4586.00,4586.00,911,0,B
COMMN,0381,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0381H,1,4770.00,4770.00,911,0,B
COMMN,0382,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,0382H,1,4857.00,4857.00,911,0,B
COMMN,2218,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2218H,1,4606.00,6520.00,21,11,B
COMMN,2320,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2320H,1,3718.00,4884.00,791,0,B
COMMN,2322,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2322H,1,4523.00,6586.00,858,0,B
COMMN,2323,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2323H,1,4180.00,6522.00,791,0,B
COMMN,2324,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2324H,1,4985.00,7258.00,858,0,B
COMMN,2325,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2325H,1,4180.00,6522.00,791,0,B
COMMN,2326,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2326H,1,4985.00,7258.00,858,0,B
COMMN,2328,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2328H,1,4606.00,6520.00,791,0,B
COMMN,2330,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2330H,1,6066.00,8580.00,791,0,B
COMMN,2340,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2340H,1,3718.00,4884.00,791,0,B
COMMN,2350,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2350H,1,4839.00,7051.00,858,0,B
COMMN,2830,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,2830H,1,3718.00,4884.00,791,0,B
COMMN,6281,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,6281H,1,4731.00,4731.00,21,0,B
COMMN,9350,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,9350H,1,3007.00,3948.00,911,0,B
COMMN,H  1,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H1H00,1,3572.00,4345.00,793,0,B
COMMN,H  2,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H2H00,1,2820.00,3948.00,798,0,B
COMMN,H  3,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H3H00,1,2461.00,4562.00,798,0,B
COMMN,H  4,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H4H00,1,4731.00,4731.00,798,0,B
COMMN,H  6,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H6H00,1,4731.00,4731.00,798,0,B
COMMN,H 10,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H10H0,1,4300.00,4300.00,798,0,B
COMMN,H 16,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H16H0,1,4587.00,4587.00,798,0,B
COMMN,H 18,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H18H0,1,4587.00,4587.00,798,0,B
COMMN,H 19,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H19H0,1,4587.00,4587.00,798,0,B
COMMN,H 20,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H20H0,1,4588.00,4588.00,798,0,B
COMMN,H 22,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H22H0,1,5179.00,5179.00,798,0,B
COMMN,H 24,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H24H0,1,5179.00,5179.00,798,0,B
COMMN,H 28,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H28H0,1,5237.00,5237.00,798,0,B
COMMN,H 29,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H29H0,1,5237.00,5237.00,798,0,B
COMMN,H 30,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H30H0,1,5238.00,5238.00,798,0,B
COMMN,H 32,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H32H0,1,5915.00,5915.00,798,0,B
COMMN,H 33,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H33H0,1,5238.00,5238.00,798,0,B
COMMN,H 39,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H39H0,1,6286.00,6286.00,798,0,B
COMMN,H 40,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H40H0,1,6287.00,6287.00,799,0,B
COMMN,H 43,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H43H0,1,6287.00,6287.00,799,0,B
COMMN,H 50,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H50H0,1,7268.00,7268.00,799,0,B
COMMN,H 51,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H51H0,1,8108.00,8108.00,352,0,B
COMMN,H 53,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H53H0,1,8108.00,8108.00,352,0,B
COMMN,H110,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H110H,1,5238.00,5238.00,799,0,B
COMMN,H120,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,H120H,1,5238.00,5238.00,799,0,B
COMMN,P103,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,P103H,1,4647.00,6106.00,791,0,H
COMMN,Q  2,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q2H00,1,3127.00,3948.00,911,0,B
COMMN,Q  3,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q3H00,1,3252.00,4104.00,911,0,B
COMMN,Q  4,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q4H00,1,3318.00,4185.00,911,0,B
COMMN,Q 35,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q35H0,1,4586.00,4586.00,911,0,B
COMMN,Q 36,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q36H0,1,4770.00,4770.00,911,0,B
COMMN,Q 37,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q37H0,1,4857.00,4857.00,911,0,B
COMMN,Q 50,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q50H0,1,4586.00,4586.00,911,0,B
COMMN,Q 51,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q51H0,1,4770.00,4770.00,911,0,B
COMMN,Q 52,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q52H0,1,4857.00,4857.00,911,0,B
COMMN,Q 60,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q60H0,1,5237.00,5237.00,911,0,B
COMMN,Q 61,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q61H0,1,5445.00,5445.00,911,0,B
COMMN,Q 62,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q62H0,1,5548.00,5548.00,911,0,B
COMMN,Q 80,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q80H0,1,6616.00,6616.00,911,0,B
COMMN,Q 81,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q81H0,1,6881.00,6881.00,911,0,B
COMMN,Q 82,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q82H0,1,7011.00,7011.00,911,0,B
COMMN,Q 90,2009-12-26T00:00:00,2010-06-30T00:00:00,COMMN,SFM,Q90H0,1,6515.00,6515.00,911,0,B
COMMN,2806,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06500,1,2178.00,2647.00,251,0,B
COMMN,2808,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06650,1,2342.00,2847.00,251,0,B
COMMN,2810,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06940,1,2700.00,3282.00,251,0,B
COMMN,3262,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06660,1,2354.00,2862.00,251,0,B
COMMN,3342,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07310,1,3234.00,3931.00,251,0,B
COMMN,3541,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06230,1,1909.00,2319.00,251,0,B
COMMN,3542,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06640,1,2332.00,2835.00,251,0,B
COMMN,3544,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06750,1,2459.00,2989.00,251,0,B
COMMN,3548,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06660,1,2354.00,2862.00,251,0,B
COMMN,6120,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07290,1,3199.00,3888.00,251,0,B
COMMN,6122,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07430,1,3426.00,4164.00,251,0,B
COMMN,6124,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07580,1,3689.00,4484.00,251,0,B
COMMN,7410,2010-03-20T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06275,1,1951.00,2371.00,252,0,B
COMMN,1773,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07005,1,2786.00,3387.00,200,0,B
COMMN,7412,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,06470,1,2145.00,2607.00,200,0,B
COMMN,8126,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07185,1,3041.00,3696.00,200,0,B
COMMN,9155,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07245,1,3132.00,3807.00,200,0,B
COMMN,9156,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07445,1,3453.00,4197.00,200,0,B
COMMN,9157,2010-05-15T00:00:00,2010-06-30T00:00:00,COMMN,SFM,07445,1,3453.00,4197.00,200,0,B
